label|occluded|xtl|ytl|xbr|ybr|id|name|width|height|annotation_type
HandForward|0|204.00|54.00|953.00|396.00|21|data/frames/tremor1/000021.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|22|data/frames/tremor1/000022.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|23|data/frames/tremor1/000023.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|24|data/frames/tremor1/000024.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|25|data/frames/tremor1/000025.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|26|data/frames/tremor1/000026.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|27|data/frames/tremor1/000027.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|28|data/frames/tremor1/000028.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|29|data/frames/tremor1/000029.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|30|data/frames/tremor1/000030.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|31|data/frames/tremor1/000031.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|32|data/frames/tremor1/000032.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|33|data/frames/tremor1/000033.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|34|data/frames/tremor1/000034.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|35|data/frames/tremor1/000035.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|36|data/frames/tremor1/000036.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|37|data/frames/tremor1/000037.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|38|data/frames/tremor1/000038.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|39|data/frames/tremor1/000039.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|40|data/frames/tremor1/000040.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|41|data/frames/tremor1/000041.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|42|data/frames/tremor1/000042.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|43|data/frames/tremor1/000043.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|44|data/frames/tremor1/000044.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|45|data/frames/tremor1/000045.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|46|data/frames/tremor1/000046.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|47|data/frames/tremor1/000047.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|48|data/frames/tremor1/000048.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|49|data/frames/tremor1/000049.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|50|data/frames/tremor1/000050.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|51|data/frames/tremor1/000051.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|52|data/frames/tremor1/000052.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|53|data/frames/tremor1/000053.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|54|data/frames/tremor1/000054.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|55|data/frames/tremor1/000055.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|56|data/frames/tremor1/000056.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|57|data/frames/tremor1/000057.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|58|data/frames/tremor1/000058.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|59|data/frames/tremor1/000059.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|60|data/frames/tremor1/000060.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|61|data/frames/tremor1/000061.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|62|data/frames/tremor1/000062.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|63|data/frames/tremor1/000063.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|64|data/frames/tremor1/000064.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|65|data/frames/tremor1/000065.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|66|data/frames/tremor1/000066.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|67|data/frames/tremor1/000067.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|68|data/frames/tremor1/000068.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|69|data/frames/tremor1/000069.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|70|data/frames/tremor1/000070.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|71|data/frames/tremor1/000071.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|72|data/frames/tremor1/000072.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|73|data/frames/tremor1/000073.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|74|data/frames/tremor1/000074.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|75|data/frames/tremor1/000075.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|76|data/frames/tremor1/000076.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|77|data/frames/tremor1/000077.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|78|data/frames/tremor1/000078.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|79|data/frames/tremor1/000079.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|80|data/frames/tremor1/000080.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|81|data/frames/tremor1/000081.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|82|data/frames/tremor1/000082.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|83|data/frames/tremor1/000000.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|84|data/frames/tremor1/000001.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|85|data/frames/tremor1/000002.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|86|data/frames/tremor1/000003.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|87|data/frames/tremor1/000004.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|88|data/frames/tremor1/000005.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|89|data/frames/tremor1/000006.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|90|data/frames/tremor1/000007.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|91|data/frames/tremor1/000008.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|92|data/frames/tremor1/000009.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|93|data/frames/tremor1/000010.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|94|data/frames/tremor1/000011.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|95|data/frames/tremor1/000012.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|96|data/frames/tremor1/000013.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|97|data/frames/tremor1/000014.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|98|data/frames/tremor1/000015.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|99|data/frames/tremor1/000016.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|100|data/frames/tremor1/000017.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|101|data/frames/tremor1/000018.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|102|data/frames/tremor1/000019.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|103|data/frames/tremor1/000020.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|104|data/frames/tremor1/000021.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|105|data/frames/tremor1/000022.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|106|data/frames/tremor1/000023.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|107|data/frames/tremor1/000024.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|108|data/frames/tremor1/000025.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|109|data/frames/tremor1/000026.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|110|data/frames/tremor1/000027.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|111|data/frames/tremor1/000028.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|112|data/frames/tremor1/000029.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|113|data/frames/tremor1/000030.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|114|data/frames/tremor1/000031.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|115|data/frames/tremor1/000032.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|116|data/frames/tremor1/000033.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|117|data/frames/tremor1/000034.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|118|data/frames/tremor1/000035.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|119|data/frames/tremor1/000036.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|120|data/frames/tremor1/000037.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|121|data/frames/tremor1/000038.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|122|data/frames/tremor1/000039.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|123|data/frames/tremor1/000040.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|124|data/frames/tremor1/000041.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|125|data/frames/tremor1/000042.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|126|data/frames/tremor1/000043.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|127|data/frames/tremor1/000044.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|128|data/frames/tremor1/000045.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|129|data/frames/tremor1/000046.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|130|data/frames/tremor1/000047.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|131|data/frames/tremor1/000048.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|132|data/frames/tremor1/000049.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|133|data/frames/tremor1/000050.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|134|data/frames/tremor1/000051.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|135|data/frames/tremor1/000052.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|136|data/frames/tremor1/000053.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|137|data/frames/tremor1/000054.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|138|data/frames/tremor1/000055.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|139|data/frames/tremor1/000056.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|140|data/frames/tremor1/000057.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|141|data/frames/tremor1/000058.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|142|data/frames/tremor1/000059.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|143|data/frames/tremor1/000060.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|144|data/frames/tremor1/000061.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|145|data/frames/tremor1/000062.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|146|data/frames/tremor1/000063.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|147|data/frames/tremor1/000064.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|148|data/frames/tremor1/000065.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|149|data/frames/tremor1/000066.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|150|data/frames/tremor1/000067.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|151|data/frames/tremor1/000068.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|152|data/frames/tremor1/000069.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|153|data/frames/tremor1/000070.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|154|data/frames/tremor1/000071.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|155|data/frames/tremor1/000072.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|156|data/frames/tremor1/000073.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|157|data/frames/tremor1/000074.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|158|data/frames/tremor1/000075.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|159|data/frames/tremor1/000076.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|160|data/frames/tremor1/000077.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|161|data/frames/tremor1/000078.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|162|data/frames/tremor1/000079.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|163|data/frames/tremor1/000080.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|164|data/frames/tremor1/000081.png|1280|720|box
HandForward|0|204.00|54.00|953.00|396.00|165|data/frames/tremor1/000082.png|1280|720|box
